XVIII	preferred	Simptomi, znaci i patološki klinički laboratorijski nalazi, neklasifikovani na drugom mjestu
XVIII	text	Ova grupa obuhvata simptome, znake i patološke kliničke ili druge dijagnostičke postupke, kao i nedovoljno definisana stanja za koja se dijagnoza ne može klasifikovati na drugom mjestu. Znaci i simptomi koji do izvjesnog stepena definišu datu dijagnozu kategorisani su u drugim grupama klasifikacije. Uopšte, kategorije u ovoj grupi uključuju nedovoljno definisana stanja i simptome, koji bez daljih neophodnih ispitivanja slučaja radi postavljanja konačne dijagnoze, možda podjednako ukazuju na dva ili više oboljenja, odnosno na dva ili više sistema u organizmu. Praktično sve kategorije u ovoj grupi mogu biti označene kao "neoznačene na drugi način", "nepoznate etiologije" ili "privremene". Da bi se odredilo koji simptomi i znaci pripadaju ovdje, a koji drugim grupama, treba koristiti abecedni indeks. Ostale potkategorije, označene sa .8, namijenjene su za druge relevantne simptome, koji nisu mogli da budu dodijeljeni drugdje u klasifikaciji. Stanja i znaci ili simptomi uključeni u kategorije R00-R99 sastoje se od: slučajeva za koje se ne može dati specifičnija dijagnoza, pa čak ni kada su sve činjenice koje se odnose na takav slučaj ispitane; znaci ili simptomi koji su postojali u okviru prvobitnog rasporeda, ali su bili prolaznog karaktera, tako da njihovi uzroci nisu mogli biti određeni; radne dijagnoze za pacijente koji se nisu javili na kontrolni pregled radi daljeg ispitivanja ili liječenja; slučajevi koji su se za dalja ispitivanja ili liječenja javljali u druge centre prije postavljanja definitivne dijagnoze; slučajevi kod kojih iz raznih razloga definitivna dijagnoza nije mogla biti postavljena; izvjesni simptomi, za koje su obezbijeđene dodatne informacije, a koji sami po sebi predstavljaju značajne probleme u medicinskom zbrinjavanju.
XVIII	exclusion	abnormalni nalazi u antenatalnom skriningu majke O28.-
XVIII	exclusion	određena stanja nastala u perinatalnom periodu  P00-P96
R00-R09	preferred	Simptomi i znaci od strane cirkulatornog i respiratornog sistema
R00	preferred	Poremećaji ritma srca
R00	exclusion	abnormalnosti nastale u perinatalnom periodu P29.1
R00	exclusion	određene aritmije l47-l49
R00.0	preferred	Ubrzan rad srca,  neoznačen
R00.0	inclusion	Ubrzani otkucaji srca
R00.0	inclusion	Ubrzan rad srca: sinoaurikularni  NOS
R00.0	inclusion	Ubrzan rad srca: sinusni (sinusalni) NOS
R00.1	preferred	Usporen rad srca, neoznačen
R00.1	inclusion	Usporen rad srca: sinoatrijalni
R00.1	inclusion	Usporen rad srca: sinusni
R00.1	inclusion	Usporen rad srca: vagalni
R00.1	inclusion	Usporeni otkucaji srca
R00.1	coding-hint	
R00.2	preferred	Osjećaj lupanja srca (palpitacija)
R00.2	inclusion	Svjesnost o srčanim otkucajima
R00.8	preferred	Druge i neoznačene abnormalnosti srčanih otkucaja 
R01	preferred	Srčani šumovi i drugi srčani zvukovi 
R01	exclusion	one koje su nastali u perinatalnom periodu P29.8
R01.0	preferred	Dobroćudni (benigni) i bezazleni srčani šumovi
R01.0	inclusion	Funkcionalni srčani šum
R01.1	preferred	Srčani šum, neoznačen
R01.1	inclusion	Srčani šum NOS
R01.2	preferred	Drugi srčani zvukovi
R01.2	inclusion	Mukli otkucaji srca, ubrzavajući ili usporavajući
R01.2	inclusion	Prekordijalno trenje
