V	preferred	Duševni poremećaji i poremećaji ponašanja
V	inclusion	poremećaji psihološkog razvoja
V	exclusion	simptomi, znaci i patološki klinički i laboratorijski nalaziR00-R99
F00-F09	preferred	Organski i simptomatski duševni poremećaji
F00-F09	text	Ova podgrupa obuhvata niz duševnih poremećaja grupisanih na osnovu zajedničke, dokazive etiologije bolesti, povrede ili drugog oštećenja mozga, koje dovode do disfunkcije mozga. Disfunkcija može biti primarna, kao sto je to kod bolesti, povreda i oštećenja koje direktno ili selektivno pogađaju mozak; ili sekundarna, kao kod sistemskih bolesti i poremećaja koja napadaju mozak samo kao jedan od više organa ili organskih sistema. Demencija (F00-F03) je sindrom uzrokovan oboljenjem mozga, obično hronične ili progresivne prirode, u kome postoji oštećenje mnogostrukih viših kortikalnih funkcija, uključujući pamćenje, mišljenje, orijentaciju, shvatanje, računanje, sposobnost učenja, govor i rasuđivanje. Svijest nije izmijenjena. Kognitivna oštećenja su, obično praćena, a nekada im prethode deterioracija kontrole emocija, socijalnog ponašanja i motivacije. Ovaj se sindrom javlja kod Aizheimerove bolesti, cerebrovaskularne bolesti i u drugim stanjima koja primarno ili sekundarno pogađaju mozak. 
F00-F09	coding-hint	Koristite dodatnu šifru, ako je potrebno, za označavanje osnovne bolesti.
F00	preferred	Demencija u Alzheimerovoj bolesti
F00	definition	Alzheimerova bolest je primarno degenerativno oboljenje mozga nepoznate etiologije sa karakterističnim neuropatološkim i neurohemijskim odlikama. Počinje, obično, podmuklo, i razvija se sporo, ali sigurno u periodu od nekoliko godina.
F00.0	preferred	Demencija u Alzheimerovoj bolesti sa ranim početkom
F00.0	definition	Demencija u Alzheimerovoj bolesti koja počinje prije 65. godine starosti, sa relativno brzim tokom deterioracije i značajnim multiplim poremećajima viših kortikalnih funkcija.
F00.0	inclusion	Alzheimerova bolest, tip 2
F00.0	inclusion	Presenilna demencija po tipu Alzheimer
F00.0	inclusion	Primarna degenerativna presenilna demencija po tipu Alzheimera
F00.1	preferred	Demencija u Alzheimerovoj bolesti sa kasnim početkom
F00.1	definition	Demencija u Alzheimerovoj bolesti koja počinje poslije 65. godine, obično u poznim sedamdesetim ili kasnije, sa sporim napredovanjem bolesti i oštećenjem pamćenja kao glavnom karakteristikom
F00.1	inclusion	Alzheimerova bolest, tip 1
F00.1	inclusion	Primarna degenerativna senilna demencija po tipu Alzheimera
F00.1	inclusion	Senilna demencija po tipu Alzheimera
F00.2	preferred	Demencija u Alzheimerovoj bolesti, atipična ili mješoviti tip
F00.2	inclusion	Atipična demencija po tipu Alzheimera
F00.9	preferred	Demencija u Alzheimerovoj bolesti, neoznačena
F01	preferred	Vaskularna demencija
F01	definition	Vaskularna demencija je posljedica infarkta mozga, izazvana vaskularnim oboljenjem, uključujući i hipertenzivnu cerebrovaskularnu bolest. Infarkti su obično mali, ali imaju kumulativni efekat. Počinje, obično, u kasnijem životnom dobu.
F01	inclusion	arteriosklerotska demencija
F01.0	preferred	Akutna vaskularna demencija
F01.0	definition	Obično se razvija brzo, poslije niza moždanih udara uzrokovanih: trombozom, embolijom ili krvarenjem. U rijetkim slučajevima, uzrok može biti i samo jedan masivan infarkt.
F01.1	preferred	Multiinfarktna demencija
F01.1	definition	Postepeno počinje i nakon brojnih tranzitornih ishemijskih epizoda koje prouzrokuju akumulaciju infarkta u parenhimu mozga.
F01.1	inclusion	Predominantno kortikalna demencija
F01.2	preferred	Subkortikalna vaskularna demencija
F01.2	definition	Obuhvata slučajeve sa arterijskom hipertenzijom u istoriji bolesti i fokusima ishemijske destrukcije, u dubini bijele mase hemisfera mozga. Kora mozga je obično očuvana i to je u suprotnosti sa kliničkom slikom, koja može ličiti na demenciju u Alzheimerovoj bolesti.
F01.3	preferred	Mješovita kortikalna i subkortikalna vaskularna demencija
F01.8	preferred	Druga vaskularna demencija
F01.9	preferred	Vaskularna demencija, neoznačena
F02	preferred	Demencija u drugim bolestima koje su klasifikovane na drugom mjestu
F02	definition	Slučajevi demencije koju izazivaju drugi uzroci (ili se to pretpostavlja), a ne Alzheimerova ili cerebrovaskularna bolest. Početak može da bude u bilo kom životnom dobu, mada rijetko u starosti.
F02.0	preferred	Demencija u Pickovoj bolestiG31.0
F02.0	definition	Progresivna demencija, počinje u srednjem životnom dobu, a karakterišu je rane sporo progredirajuće promjene karaktera i socijalna deterioracija, zatim slijede oštećenja intelekta, pamćenja i govornih funkcija sa apatijom, euforijom i ponekad, ekstrapiramidni fenomeni.
F02.1	preferred	Demencija u Creutzfeldt-Jakobovoj bolestiA81.0
F02.1	definition	Progresivna demencija sa opsežnim neurološkim znacima, koje izazivaju specifične neuropatološke promjene, za koje se pretpostavlja da su prouzrokovane prenosivim uzročnikom. Počinje, obično, u srednjem ili starijem životnom dobu, ali može da se javi i bilo kad u zrelom dobu. Tok bolesti je subakutan i dovodi do smrti u roku od jedne do dvije godine.
F02.2	preferred	Demencija u Huntingtonovoj bolesti
F02.2	definition	Demencija koja se javlja kao posljedica široko rasprostranjene degeneracije mozga. Poremećaj se prenosi  posebnim autozomno dominantnim genom. Simptomi se javljaju, tipično, u trećoj ili četvrtoj deceniji života. Napredovanje bolesti je sporo i vodi do smrti, obično za 10 do 15 godina.
F02.2	inclusion	Demencija u Huntingtonovoj horei
F02.3	preferred	Demencija u Parkinsonovoj bolestiG20
F02.3	definition	Demencija nastala u toku potvrđene Parkinsonove bolesti. Posebne kliničke karakteristike za razlikovanje još uvijek nisu dokazane.
F02.3	inclusion	Demencija u: agitirajućoj paralizi
F02.3	inclusion	Demencija u: parkinsonizmu
F02.4	preferred	Demencija u HIV encefalopatiji Demencija u bolesti izazvanoj virusom humane imunodeficijencije [HIV]B22.0
F02.4	definition	Demencija koja se razvija u toku AIDS-a, a ne postoji istovremeno oboljenje ili stanje koje bi moglo da objasni kliničku sliku, osim HIV infekcije
F02.8	preferred	Demencija u drugim označenim bolestima klasifikovanim na drugom mjestu
F02.8	inclusion	Demencija (u): cerebralnoj lipoidaziE75.-
F02.8	inclusion	Demencija (u): epilepsijiG40.-
F02.8	inclusion	Demencija (u): hepatolentikularnoj degeneracijiE83.0
F02.8	inclusion	Demencija (u): hiperkalciemijiE83.5
F02.8	inclusion	Demencija (u): hipotereoidizmu, stečenomE01.-E03.-
F02.8	inclusion	Demencija (u): intoksikacijamaT36-T65
F02.8	inclusion	Demencija (u): multiploj skleroziG35
F02.8	inclusion	Demencija (u): neurosifilisuA52.1
F02.8	inclusion	Demencija (u): deficijenciji niacina [pelagri]E52
F02.8	inclusion	Demencija (u): nodoznom poliarteritisuM30.0
