VI	preferred	Bolesti nervnog sistema
VI	exclusion	Stanja nastala u porođajnom periodu P00-P96
VI	exclusion	Zarazne i parazitarne bolesti A00-B99
VI	exclusion	Komplikacije trudnoće, rađanja i babinja O00-O99
VI	exclusion	Urođene nakaznosti, deformiteti i hromozomske nenormalnosti Q00-Q99
VI	exclusion	Bolesti žlijezda sa unutrašnjim lučenjem, ishrane i metabolizma E00-E90
VI	exclusion	Povrede, trovanja i posljedice djelovanja spoljnih uzroka s00-T98
VI	exclusion	Tumori C00-D48
VI	exclusion	Simptomi, znaci i nenormalni klinički nalazi, neklasifikovani R00-R99
G00-G09	preferred	Zapaljenske bolesti centralnog nervnog sistema G00-G09
G00	preferred	Zapaljenje moždanica uzrokovano bakterijama, neklasifikovano na drugom mjestu
G00	inclusion	Bakterijsko zapaljenje srednje moždanice
G00	inclusion	Bakterijsko zapaljenje meke moždanice
G00	inclusion	Zapaljenje moždanica
G00	inclusion	Bakterijsko zapaljenje tvrde moždanice
G00	exclusion	Bakterijsko zapaljenje moždanica sa zapaljenjem mozga 
G00	exclusion	Bakterijsko zapaljenje moždanica sa zapaljenjem kičmene moždine
G00.0	preferred	Zapaljenje moždanica, izazvano Hemophilusom influence
G00.0	inclusion	Zapaljenje moždanica, uzročnik Hemofilus influence
G00.1	preferred	Zapaljenje moždanica izazvano pneumokokom
G00.2	preferred	Zapaljenje moždanica izazvano streptokokom
G00.3	preferred	Zapaljenje moždanica izazvano stafilokokom
G00.8	preferred	Drugo zapaljenje moždanica uzrokovano bakterijama
G00.8	inclusion	Zapaljenje moždanica, uzročnik Ešerihija koli
G00.8	inclusion	Zapaljenje moždanica, uzročnik  Friedländer-ov bacil
G00.8	inclusion	Zapaljenje moždanica, uzročnik Klebsela
G00.9	preferred	Zapaljenje moždanica uzrokovano bakterijama, neoznačeno
G00.9	inclusion	Meningitis: gnojni, neoznačeno
G00.9	inclusion	Meningitis: zapaljenski, neoznačeno
G00.9	inclusion	Meningitis: supurativni, neoznačeno
G01	preferred	Zapaljenje moždanica u ostalim bolestima izazvanim bakterijama
G01	inclusion	Zapaljenje moždanica u infekciji antraksom A22.8
G01	inclusion	Zapaljenje moždanica u infekciji gonokokom A54.8
G01	inclusion	Zapaljenje moždanica izazvano leptospirozom A27-
G01	inclusion	Zapaljenje moždanica izazvano listerijom A32.1
G01	inclusion	Zapaljenje moždanica u Lajmskoj bolesti A69.2
G01	inclusion	Zapaljenje moždanica izazvano meningokokom A39.0
G01	inclusion	Zapaljenje moždanica u sifilisu nervnog sistema A52.1
G01	inclusion	Zapaljenje moždanica u salmoneloznim infekcijama A02.2
G01	inclusion	Zapaljenje moždanica u urođenom sifilisu A50.4
G01	inclusion	Zapaljenje moždanica u sekundarnom sifilisu A51.4
G01	inclusion	Tuberkulozno zapaljenje moždanica A17.0
