XIX	preferred	Povrede, trovanja i ostale posljedice djelovanja spoljašnjih faktora 
XIX	exclusion	porođajne povrede P10-P15
XIX	exclusion	povrede u toku porođaja O70-O71
XIX	exclusion	loše zarastanje preloma M84.0
XIX	exclusion	nezarastanje kosti (lažni zglob) M84.1
XIX	exclusion	patološki prelom M84.4
XIX	exclusion	patološki prelom sa osteoporozom M80-
XIX	exclusion	stres prelom M84.3
XIX	introduction	U grupi je primijenjena S-podgrupa za obilježavanje različitih tipova povreda pojedinih djelova tijela i T-podgrupa da bi se obuhvatile povrede mnogostrukih ili neoznačenih područja tijela, kao i trovanja i neke druge posljedice uzrokovane spoljašnim faktorom. U označavanju mnogostrukih mjesta povreda riječ „sa” označava obuhvaćenost oba mjesta, a riječ „i” jedno od pomenuta dva ili oba mjesta. Princip mnogostrukog šifriranja povreda primijeniće se gdje god je moguće. Kombinovane kategorije mnogostrukih povreda primijeniće se u slučajevima kada nema dovoljno detalja o stanju pojedinca ili za primarno shematizovanje kada je pogodnije da se zabileži jedna šifra, inače komponente povrede treba posebno šifrirati. Treba, takođe, razmotriti pravila i uputstva za šifriranje morbiditeta i mortaliteta u knjizi 2. Podgrupe S-, a takođe i T00–T14 i T90–T98 sadrže povrede klasifiovane u tri cifre po sljedećem tipu: Površinska povreda obuhvata: oderotine, plikove (koji nisu izazvani toplotom), nagnječenja uključujući modrice i podlive,  povrede izazvane površinskim stranim tijelom bez velike otvorene rane, ujed insekta (neotrovni). Otvorena rana obuhvata: ujed životinje, posjekotina, razderotina, ubodna rana: NOS, zbog (prodora) stranog tijela. Prelom obuhvata:  Prelom: zatvoreni a ili bez zakasnelog oporavka: višestruki (složeni), inficirani, izazvan projektilom, naprsnuće, prelom tipa "zelene grančice" , klinast prelom, linearni, stres prelom, prosti, epifizeoliza,  spiralni, iščašenje.
XIX	introduction	Prelom: otvoreni a ili bez zakasnelog oporavka: složeni, inficirani, izazvan projektilom, sa ubodom sa stranim tijelom. Isključuje: patološki prelom M84.4, patološki prelom sa osteoporozom M80.- stres prelom M84.3 loše zarastanje preloma M84. nezarastanje kosti (lažni zglob) M84.1 Išćašenje, uganuće i istegnuće zgloba (kapsule) ligamenata:  otkinuće, razderotinu, uganuće, istegnuće, traumatsko: krvarenje u zglobu, rupturu, subluksaciju, rascjep hrskavice. Povrede nerava i kičmene moždine obuhvataju: potpunu ili nepotpunu leziju kičmene moždine, leziju kontinuiteta nerva i kičmene moždine, traumatsko: razdvajanje nerva, krvarenje u kičmenoj moždini, paralizu (prolaznu), paraplegiju, kvadriplegiju. Povrede krvnih sudova obuhvata: otkinuće, posjekotinu, razderotinu, traumatsku: aneurizmu ili fistulu (arterio-venska),  podliv, rupturu krvnog suda.
XIX	introduction	Povreda mišića, fascija i tetiva obuhvata: otkinuće, posjekotinu, razderotinu, traumatsku rupturu, istegnuće mišića, fascije i tetiva.
XIX	introduction	Traumatsko zdrobljavanje Traumatska amputacija Povreda unutrašnjih organa obuhvta: podliv, ubod, rupturu, rascjep unutrašnjih organa. Druge i neoznačene povrede
S00-S09	preferred	povrede glave
S00-S09	inclusion	povrede: uva
S00-S09	inclusion	povrede: oka
S00-S09	inclusion	povrede: lica [bilo koji dio]
S00-S09	inclusion	povrede: desnih zuba
S00-S09	inclusion	povrede: vilice
S00-S09	inclusion	povrede:  u predjelu temepromandibularnog zgloba
S00-S09	inclusion	povrede: usne duplje
S00-S09	inclusion	povrede:  nepca
S00-S09	inclusion	povrede:  periokularnog područja (okoline oka)
S00-S09	inclusion	povrede:  poglavine
S00-S09	inclusion	povrede:  jezika
S00-S09	inclusion	povrede:  zuba
S00-S09	exclusion	opekotine i korozije T20-T32
S00-S09	exclusion	strano tijelo u: uvu T16
S00-S09	exclusion	strano tijelo u: grkljanu T17.3
S00-S09	exclusion	strano tijelo u: ustima T18.0
S00-S09	exclusion	strano tijelo u: nosu T17.0-T17.1
S00-S09	exclusion	strano tijelo u: ždrijelu T17.2
S00-S09	exclusion	strano tijelo u: spoljašnjem dijelu oka T15.-
S00-S09	exclusion	promrzline T33-T35
S00-S09	exclusion	ujed ili ubod insekta, otrovnog T63.4
S00	preferred	Površinska povreda glave
S00	exclusion	nagnječenje mozga (difuzna) S06.2
S00	exclusion	fokalno nagnječenje (difuzno) S06.3
S00	exclusion	povrede oka i očne duplje S05.-
S00.0	preferred	Površinska povreda poglavine
S00.1	preferred	Nagnjčenje očnog kapka  i okoline oka
S00.1	inclusion	Modrica na oku
S00.1	exclusion	nagnječenje jabučice i tkiva očne duplje S05.1
S00.2	preferred	Druge površinske povrede očnog kapka  i okoline oka
S00.2	exclusion	površinska povreda vežnjače i rožnjače S05.0
S00.3	preferred	Površinska povreda nosa
S00.4	preferred	Površinska povreda uva
S00.5	preferred	Površinska povreda usne i usne duplje
S00.7	preferred	Višestruke površinske povrede glave
S00.8	preferred	Površinska povreda drugih djelova glave
S00.9	preferred	Površinska povreda neoznačenih djelova glave
S01	preferred	Otvorena rana glave
S01	exclusion	dekapitacija S18
S01	exclusion	povrede oka i očne duplje S05.-
S01	exclusion	Traumatska amputacija djela glave S08.-
S01.0	preferred	Otvorena rana poglavine
S01.0	exclusion	otkinuće poglavine S08.0
S01.1	preferred	Otvorena rana očnog kapka  i okoline oka
S01.1	inclusion	Otvorena rana očnog kapka  i okoline oka sa ili bez učešća suznog kanala
S01.2	preferred	Otvorena rana nosa
S01.3	preferred	Otvorena rana uva
S01.4	preferred	Otvorena rana obraza i predjela zgloba gornje vilice
S01.5	preferred	Otvorena rana usne i usta
S01.5	exclusion	zuba: iščašenje S03.2
S01.5	exclusion	zuba: prelom S02.5
S01.7	preferred	Višestruka otvorena rana glave
S01.8	preferred	Otvorena rana drugih djelova glave
S01.9	preferred	Otvorena rana neoznačenih djelova glave
S02	preferred	Prelom lobanje i prelom kostiju lica
S02	note	Za primarno šifriranje preloma lobanje i preloma kostiju lica sa udruženom unutarlobanjskom povredom treba razmotriti pravila i uputstva za šifriranje morbiditeta i mortaliteta u Knjizi 2.
S02.0	preferred	Prelom krova lobanje
S02.0	inclusion	Čeona kost
S02.0	inclusion	Temena kost
S02.1	preferred	Prelom baze lobanje
S02.1	inclusion	Lobanjska jama: prednja
S02.1	inclusion	Lobanjska jama: srednja
S02.1	inclusion	Lobanjska jama: zadnja
S02.1	inclusion	Potiljačne regije
S02.1	inclusion	Krova očne duplje 
S02.1	inclusion	Sinus: sitasti
S02.1	inclusion	Sinus: čeoni
S02.1	inclusion	Klinasti sinus
S02.1	inclusion	Slepoočna kost
S02.1	exclusion	očne duplje NOS S02.8
S02.1	exclusion	poda očne duplje S02.3
S02.2	preferred	Prelom kostiju nosa
S02.3	preferred	Prelom poda očne duplje
S02.3	exclusion	očne duplje NOS S02.8
S02.3	exclusion	krova očne duplje  S02.1
S02.4	preferred	Prelom jagodice i kosti gornje vilice
S02.4	inclusion	Gornja vilica 
S02.4	inclusion	Gornja vilica (kost)
S02.4	inclusion	Jagodična kost
S02.5	preferred	Prelom zuba
S02.5	inclusion	Slomljen zub
S02.6	preferred	Prelom donje vilice
S02.6	inclusion	Mandibule
S02.7	preferred	Višestruki prelom lobanje i kosti lica
S02.8	preferred	Prelom drugih kostiju lobanje i lica
S02.8	inclusion	Alveola (zubna čašica)
S02.8	inclusion	Očne duplje NOS
S02.8	inclusion	Nepca
S02.8	exclusion	poda očne duplje S02.3
S02.8	exclusion	krova očne duplje  S02.1
S02.9	preferred	Prelom  lobanje i prelom kostiju lica, neoznačenog djela
S03	preferred	Iščašenje, uganuće i istegnuće zglobova i veza glave
S03.0	preferred	Iščašenje donje vilice
S03.0	inclusion	Vilica (hrskavica) (meniskus)
S03.0	inclusion	Donja vilica
S03.0	inclusion	Temporomandibularni zglob
S03.1	preferred	Iščašenje hrskavice pregrade nosa
S03.2	preferred	Iščašenje zuba
S03.3	preferred	Iščašenje ostalih neoznačenih djelova glave
S03.4	preferred	Uganuće i istegnuće donje vilice
S03.4	inclusion	Temporomandibularni zglob (ligament)
S03.5	preferred	Uganuće i istegnuće zglobova i ligamenata drugih i neoznačenih djelova glave
S04	preferred	Povrede kranijalnih nerava
S04.0	preferred	Povreda vidnog nerva i optičkih puteva
S04.0	inclusion	Optička raskrsnica
S04.0	inclusion	2. kranijalni nerv
S04.0	inclusion	Vidna kora mozga (korteks)
S04.1	preferred	Povreda nerva pokretača oka
S04.1	inclusion	3. kranijalni nerv
S04.2	preferred	Povreda nerva podizača kapka
S04.2	inclusion	4. kranijalni nerv
S04.3	preferred	Povreda trokrakog nerva
S04.3	inclusion	5. kranijalni nerv
S04.4	preferred	Povreda nerva odmicača
S04.4	inclusion	6. kranijalni nerv
S04.5	preferred	Povreda nerva lica
S04.5	inclusion	7. kranijalni nerv
S04.6	preferred	Povreda nerva za sluh
S04.6	inclusion	Slušni nerv
S04.6	inclusion	8. kranijalni nerv
S04.7	preferred	Povreda pomoćnog nerva 
S04.7	inclusion	11. kranijlni nerv
S04.8	preferred	Povreda drugih kranijalnih nerava
S04.8	inclusion	Jezično-ždrijelni nerv (IX)
S04.8	inclusion	Podjezični nerv (XII)
S04.8	inclusion	Mirisni nerv (I)
S04.8	inclusion	Nerv lutalac (X)
S04.9	preferred	Povreda neoznačenih kranijalnih nerava
S05	preferred	Povreda oka i očne duplje
S05	exclusion	povreda: nerva pokretača oka (III) S04.1
S05	exclusion	povreda:vidnog nerva (II) S04.0
S05	exclusion	otvorena rana očnog kapka  i okoline oka S01.1
S05	exclusion	prelom kosti očne duplje S02.1  S02.3  S02.8
S05	exclusion	površinska rana kapka oka S00.1-S00.2
S05.0	preferred	Povreda vežnjače i oderotina rožnjače bez stranog tijela
S05.0	exclusion	strano tijelo u: vežnjači T15.1
S05.0	exclusion	strano tijelo u: rožnjači T15.0
S05.1	preferred	Nagnječenje očne jabučice i tkiva očne duplje
S05.1	inclusion	Krv u prednjoj očnoj komori usljed povrede
S05.1	exclusion	Modrica na oku S00.1
S05.1	exclusion	nagnjčenje očnog kapka  i okoline oka S00.1
S05.2	preferred	Razderotina i rascjep oka sa ispadom ili gubitkom tkiva u oku
S05.3	preferred	Razderotina oka bez ispada ili gubitka tkiva u oku
S05.3	inclusion	Razderotina oka NOS
S05.4	preferred	Prodorna rana očne duplje sa stranim tijelom ili bez stranog tijela
S05.4	exclusion	hronično (staro) strano tijelo nakon prodorne rane očne duplje H05.5
S05.5	preferred	Prodorna rana očne jabučice sa stranim tijelom
S05.5	exclusion	hronično (staro) strano tijelo u oku H44.6-H44.7
S05.6	preferred	Prodorna rana očne jabučice bez stranog tijela
S05.6	inclusion	Prodiranje u oko NOS
S05.7	preferred	Istrgnuće oka
S05.7	inclusion	Odstranjivanje (enukleacija) oka usljed povrede 
S05.8	preferred	Druge povrede oka i očne duplje
S05.8	inclusion	Povreda suznog kanala
S05.9	preferred	Povreda oka i očne duplje, neoznačena
S05.9	inclusion	Povreda oka NOS
S06	preferred	Povreda unutar lobanje
S06	note	Za primarno šifriranje povreda unutar lobanje sa udruženim prelomima pogledati pravila šifriranja i uputstva za morbiditet i mortalitet u Knjizi 2.
S06.0	preferred	Potres mozga
S06.0	inclusion	Kontuzija mozga 
S06.1	preferred	Otok mozga izazvavan povredom
S06.2	preferred	Difuzna povreda mozga
S06.2	inclusion	Potres mozga NOS
S06.2	inclusion	Razderotina mozga NOS
S06.2	inclusion	Traumatski pritisak mozga NOS
S06.3	preferred	Fokalna povreda  mozga
S06.3	inclusion	Fokalni potres mozga
S06.3	inclusion	Fokalna razderotina mozga
S06.3	inclusion	Fokalno traumatsko krvarenje u mozgu
S06.4	preferred	Krvarenje nad tvrdom moždanicom
S06.4	inclusion	Traumatsko krvarenje iznad tvrde moždanice
S06.5	preferred	Krvarenje ispod tvrde moždanice izazvano povredom
S06.6	preferred	Krvarenje ispod mrežaste moždanice izazvano povredom
S06.7	preferred	Povreda unutar lobanje sa produženom komom
S06.8	preferred	Druge povrede unutar lobanje
S06.8	inclusion	Traumatsko krvarenje: u malom mozgu
S06.8	inclusion	Traumatsko krvarenje: unutar lobanje NOS
S06.9	preferred	Povreda unutar lobanje, neoznačena
S06.9	inclusion	Povreda mozga NOS
S06.9	exclusion	povreda glave NOS S09.9
S07	preferred	Smrskanost glave
S07.0	preferred	Smrskanost lica 
S07.1	preferred	Smrskanost lobanje 
S07.8	preferred	Smrskanost drugih djelova glave
S07.9	preferred	Smrskanost glave, neoznačenog djela
S08	preferred	Traumatska amputacija djela glave
S08.0	preferred	Otkinuće poglavine
S08.1	preferred	Traumatska amputacija uva
S08.8	preferred	Traumatska amputacija drugih djelova glave
S08.9	preferred	Traumatska amputacija neoznačenog djela glave
S08.9	exclusion	dekapitacija S18
S09	preferred	Druge i neoznačene povrede glave
S09.0	preferred	Povreda krvnih sudova glave, neklasifikovano na drugom mjestu
S09.0	exclusion	povreda: krvnih sudova mozga S06.-
S09.0	exclusion	povreda: krvnih sudova vrata S15.-
S09.1	preferred	Povreda mišića i tetiva glave
S09.2	preferred	Traumatska ruptura bubne opne
S09.7	preferred	Višestruke povrede glave
S09.7	inclusion	Povrede koje se svrstavaju u više od jedne kategorije S00–S09.2
S09.8	preferred	Druge označene povrede glave
S09.9	preferred	Neoznačena povreda glave
S09.9	inclusion	Povreda: lica NOS
S09.9	inclusion	Povreda: uva NOS
S09.9	inclusion	Povreda: nosa NOS
S10-S19	preferred	Povrede vrata
S10-S19	inclusion	povrede: potiljka
S10-S19	inclusion	povrede: u predjelu iznad ključnjače
S10-S19	inclusion	povrede: grla
S10-S19	exclusion	opekotine i korozije T20-T32
S10-S19	exclusion	strano tijelo u: grkljanu T17.3
S10-S19	exclusion	strano tijelo u: jednjaku T18.1
S10-S19	exclusion	strano tijelo u: ždrijelu T17.2
S10-S19	exclusion	strano tijelo u: dušniku T17.4
S10-S19	exclusion	prelom kičme NOS T08
S10-S19	exclusion	promrzline T33-T35
S10-S19	exclusion	povrede: kičmene moždine NOS T09.3
S10-S19	exclusion	povrede: trupa NOS T09.-
S10-S19	exclusion	ujed ili ubod insekta, otrovnog T63.4
S10	preferred	Površinska povreda vrata
S10.0	preferred	Nagnječenje grla
S10.0	inclusion	Vratni dio jednjaka
S10.0	inclusion	Grkljan
S10.0	inclusion	Ždrijelo
S10.0	inclusion	Dušnik
S10.1	preferred	Druge i neoznačene površinske povrede grla
S10.7	preferred	Višestruke površinske povrede vrata
S10.8	preferred	Površinska povreda drugih djelova vrata
S10.9	preferred	Površinska povreda vrata, neoznačeni  dio
S11	preferred	Otvorena rana vrata
S11	exclusion	dekapitacija S18
S11.0	preferred	Otvorena rana grkljana i dušnika
S11.0	inclusion	Dušnik: NOS
S11.0	inclusion	Dušnik: vratni dio
S11.0	exclusion	grudni dio dušnika S27.5
S11.1	preferred	Otvorena rana štitaste žlijezde
S11.2	preferred	Otvorena rana ždrijela i vratnog djela jednjaka
S11.2	exclusion	jednjak NOS S27.8
S11.7	preferred	Višestruke otvorene rane vrata
S11.8	preferred	Otvorena rana drugih djelova vrata
S11.9	preferred	Otvorena rana vrata, neoznačeniog djela
S12	preferred	Prelom vrata
S12	inclusion	neuralni luk vrata
S12	inclusion	vratni dio kičme
S12	inclusion	rtni nastavak vratnog pršljena
S12	inclusion	poprečni nastavak vratnog pršljena
S12	inclusion	vratni pršljena
S12	inclusion	luk vratnog pršljena
S12.0	preferred	Prelom prvog vratnog pršljena
S12.0	inclusion	Atlas
S12.1	preferred	Prelom drugog vratnog pršljena
S12.1	inclusion	Aksis
S12.2	preferred	Prelom drugog označenog vratnog pršljena
S12.2	exclusion	višestruki prelomi vratnog djela kičme S12.7
S12.7	preferred	Višestruki prelomi vratnog djela kičme
S12.8	preferred	Prelom drugih dijelova vrata
S12.8	inclusion	Podjezična kost
S12.8	inclusion	Grkljan
S12.8	inclusion	Hrkavica štitaste žlijezde
S12.8	inclusion	Dušnik
S12.9	preferred	Prelom neoznačenog djela vrata
S12.9	inclusion	Prelom vratnog djela kičme NOS
S12.9	inclusion	Prelom vratnih pršljena NOS
S13	preferred	Iščašenje, uganuće i istezanje zglobova i ligamenata vrata
S13	exclusion	ruptura ili iščašenje (netraumatsko) vratnog međupršljenskog diska M50.-
S13.0	preferred	Povredni rascjep vratnog medjuprsljenskog koluta
S13.1	preferred	Iščašenje vratnog pršljena
S13.1	inclusion	Vratni dio kičme NOS
S13.2	preferred	Iščašenje drugih neoznačenih djelova vrata
S13.3	preferred	Višestruko iščašenje vrata
S13.4	preferred	Uganuće i istegnuće vratnog djela kičme
S13.4	inclusion	Prednji longitudinalni ligament, vratni
S13.4	inclusion	Atlanto-aksijalni zglob
S13.4	inclusion	Atlanto-okcipitalni zglob
S13.4	inclusion	Povreda vrata zbog naglog pokreta glave
S13.5	preferred	Uganuće i istegnuće u predjelu štitaste žlijezde
S13.5	inclusion	Krikoaritenoidni zglob (ligament)
S13.5	inclusion	Krikotireoidni zglob (ligament)
S13.5	inclusion	Hrkavica štitaste žlijezde
S13.6	preferred	Uganuće i istegnuće zglobova i ligamenata drugih i neoznačenih djelova vrata
S14	preferred	Povrede nerava i kičmene moždine vrata
S14.0	preferred	Nagnječenje i otok vratnog djela kičmene moždine
S14.1	preferred	Druge i neoznačene povrede vratnog djela kičmene moždine
S14.1	inclusion	Povrede vratnog djela kičmene moždine NOS
S14.2	preferred	Povreda korijena vratnog kičmenog nerva
S14.3	preferred	Povreda ramenog nervnog spleta
S14.4	preferred	Povreda perifernih nerava vrata
S14.5	preferred	Povreda simpatetičkih nerava vrata
S14.6	preferred	Povreda drugih i neoznačenih nerava vrata
S15	preferred	Povreda krvnih sudova vrata
S15.0	preferred	Povreda glavne arterije vrata
