IV	preferred	Bolesti žlijezda sa unutrašnjim lučenjem, ishrane i metabolizma (E00-E90)
IV	note	Sve neoplazme, bilo da su funkcionalno aktivne ili ne, klasifikovane su u Grupi II. Odgovarajuće šifre u ovoj Grupi (npr. E05.8, E07.0, E16-E31, E34.-) mogu po želji biti korišćene da označe ili funkcionalnu aktivnost neoplazmi i ektopičnog endokrinog tkiva ili hiper- i hipofunkciju endokrinih žlijezda u vezi sa neoplazmama i ostalim stanjima klasifikovanim na drugom mjestu.
IV	exclusion	Komplikacije trudnoće, rađanja i babinja (O00-O99)
IV	exclusion	Simptomi, znaci i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu (R00-R99)
IV	exclusion	Prolazni poremećaji žlijezda sa unutrašnjim lučenjem i poremećaji metabolizma specifični za plod i novorođenče (P70-P74)
E00-E07	preferred	Poremećaji šitaste žlijezde
E00	preferred	Sindrom urođenog nedostatka joda
E00	inclusion	Endemska stanja koja su u vezi sa nedostatkom joda u životnoj sredini i okruženju bilo direktno ili tokom materinstva. U nekim stanjima nema hipotireoidizma, ali su posljedica neadekvatnog lučenja hormona štitaste žlijezde tokom razvitka ploda. Uticaji faktora sredine mogu biti prisutni. 
E00	coding-hint	Koristiti dodatne šifre (E70-E79), po potrebi, za identifikaciju pridružene mentalne retardacije.
E00	exclusion	Subklinička hipotireoza zbog nedostatka joda E02
E00.0	preferred	Sindrom urođenog nedostatka joda, neurološki tip
E00.0	inclusion	Endemski kretenizam, neurološki tip
E00.1	preferred	Sindrom urođenog nedostatka joda, miksedematozni tip
E00.1	inclusion	Endemski kretenizam: hipotireoza
E00.1	inclusion	Endemski kretenizam: miksedematozni tip
E00.2	preferred	Sindrom urodjenog nedostatka joda, miješani tip
E00.2	inclusion	Endemski kretenizam, mješoviti tip
E00.9	preferred	Sindrom urođenog nedostatka joda, neoznačen
E00.9	inclusion	Hipotireoza zbog urođenog nedostatka joda NOS
E00.9	inclusion	Endemski kretenizam NOS
E01	preferred	Poremećaji funkcije štitaste žlijezde i druga stanja nastala zbog nedostatka joda
E01	exclusion	Sindrom urođenog nedostatka joda E00
E01	exclusion	Subklinička hipotireoza zbog nedostatka joda E02
E01.0	preferred	Difuzna (endemska) gušavost zbog nedostatka joda
E01.1	preferred	Multinodozna (endemska) gušavost zbog nedostatka joda
E01.1	inclusion	Nodozna (endemska) gušavost zbog nedostatka joda
E01.2	preferred	Gušavost (endemska) zbog nedostatka joda, neoznačena
E01.2	inclusion	Endemska gušavost NOS
E01.8	preferred	Drugi poremećaji funkcije štitaste žlijezde i druga stanja nastala zbog nedostatka joda
E01.8	inclusion	Stečena hipotireoza zbog  nedostatka joda NOS
E02	preferred	Subklinička hipotireoza zbog nedostatka joda
E03	preferred	Ostale hipotireoze
E03	exclusion	Hipotireoza povezana sa nedostatkom joda E00-E02
E03	exclusion	Hipotireoza poslije procedura
E03.0	preferred	Urođena hipotireoza sa difuznom gušavošćom
E03.0	inclusion	Urođena (netoksična) gušavost: NOS
E03.0	inclusion	Urođena (netoksična) gušavost: parenhimatozna
E03.0	exclusion	Prolazna urođena gušavost sa normalnom funkcijom P72.0
E03.1	preferred	Urođena hipotireoza bez gušavosti
E03.1	inclusion	Aplazija šitaste žlijede (sa miksoedemom)
E03.1	inclusion	Urođena atrofija štitaste žlijezde
E03.1	inclusion	Urođena hipotireaoza NOS
E03.2	preferred	Hipotireoza izazvana upotrebom lijekova i drugih unijetih supstancija
E03.2	coding-hint	Koristiti dodatne šifre spoljašnjih uzroka (grupa XX), po potrebi, za identifikaciju uzroka.
E03.3	preferred	Hipotireoza poslije infekcije
E03.4	preferred	Stečena atrofija štitaste žlijezde
E03.4	exclusion	Urođena atrofija štitaste žlijezde E03.1 
E03.5	preferred	Miksedematozna koma
E03.8	preferred	Druga označena hipotireoza
E03.9	preferred	Hipotireoza, neoznačena
E03.9	inclusion	Miksedem NOS
E04	preferred	Druga netoksična gušavost
E04	exclusion	Urođena gušavost NOS 03.3
E04	exclusion	Urođena gušavost: difuzna 03.3
E04	exclusion	Urođena gušavost: parenhimatozna 03.3
E04	exclusion	Gušavost povezana sa nedostatkom joda E00-E02
E04.0	preferred	Netoksično difuzno gušavost
E04.0	inclusion	Netoksična gušavost: difuzna (koloidna)
E04.0	inclusion	Netoksična gušavost: jednostavna
E04.1	preferred	Netoksični autonomni nodus štitaste žlijezde
E04.1	inclusion	Koloidni nodus (cistični) (štitaste žlijezde)
E04.1	inclusion	Netoksična nodozna gušavost
E04.1	inclusion	netoksični nodus štitaste žlijezde NOS
E04.2	preferred	Netoksična multinodozna gušavost
E04.2	inclusion	Cistična gušavost NOS
E04.2	inclusion	Multinodozna (cistična) gušavost NOS
E04.8	preferred	Druga netoksička označena gušavost
E04.9	preferred	Netoksička gušavost, neoznačena
E04.9	inclusion	Gušavost NOS
E04.9	inclusion	Nodozna (netoksična) gušavost NOS
E05	preferred	Tireotoksikoza (hipertireoza)
E05	exclusion	Hronično zapaljenje štitaste žlijezde sa prolaznom tireotoksikozom E06.2
E05	exclusion	Neonatalna tireotoksikoza P72.1
E05.0	preferred	Tireotoksikoza sa difuznom gušavošću
E05.0	inclusion	Egzoftalmična ili toksična gušavost NOS
E05.0	inclusion	Grejsova bolest
E05.0	inclusion	Toksična difuzna gušavost
E05.1	preferred	Tireotoksikoza sa toksičnim nodusom
E05.1	inclusion	Tireotoksikoza sa toksičnom nodoznom gušavošću
E05.2	preferred	Tireotoksikoza sa multinodoznom toksičnom gušavošćom
E05.2	inclusion	Toksična nodozna gušavost NOS
E05.3	preferred	Tireotoksikoza iz ekopičnog tkiva štitaste žlijezde
E05.4	preferred	Vještačka tireotoksikoza
E05.5	preferred	Tireotoksicna kriza
E05.8	preferred	Druga tireotoksikoza
E05.8	inclusion	Povećano lučenje tireostimulirajućeg hormona
E05.8	coding-hint	Koristiti dodatne šifre spoljnih uzroka (Grupa XX), po potrebi, za identifikaciju uzroka.
