XIV	preferred	Bolesti mokraćno-polnog sistema
XIV	exclusion	određena stanja nastala u periodu nakon porođaja (P00-P96)
XIV	exclusion	određene zarazne i parazitarne bolesti (A00-B99)
XIV	exclusion	komplikacije trudnoće, porođaja i babinja (O00-O99)
XIV	exclusion	urođene malformacije, deformitete i hromozomske abnormalnosti (Q00-Q99)
XIV	exclusion	bolesti žlezda sa unutrašnjim lučenjem, bolesti ishrane i metabolizma (E00-E90)
XIV	exclusion	povrede, trovanja i određene druge posljedice spoljašnjih uzroka (S00-T98)
XIV	exclusion	tumori (C00-D48)
XIV	exclusion	simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu (R00-R99)
N00-N08	preferred	Bolesti glomerula bubrega
N00-N08	coding-hint	po potrebi koristiti dodatnu šifru kako bi se označila pridružena hronična bubrežna bolest N18.-
N00-N08	coding-hint	po potrebi koristiti dodatne šifre kako bi se identifikovali spoljašnji uzroci (Poglavlje XX) ili bubrežna slabost bilo akutna (N17), hronična (N18.-) ili neoznačena (N19.)
N00-N08	exclusion	Hipertenzivna bubrežna bolest (I12.-)
N00	preferred	Akutni zapaljenjski bubrežni sindrom
N00[S14N00_4]	modifierlink	[za podkategorije pogledati ispred N00]
N00	inclusion	Akutna glomerularna bolest
N00	inclusion	Akutni glomerulonefritis
N00	inclusion	Akutno zapaljenje bubrega
N00	inclusion	Akutna bubrežna bolest NOS
N00	exclusion	Akutno tubulo-intersticijalno zapaljenje bubrega infektivne prirode (N10) 
N00	exclusion	Zapaljenski bubrežni sindrom (nefritički sindrom) NOS (N05.-)
N01	preferred	Perakutni progresivni zapaljenjski bubrežni sindrom
N01[S14N00_4]	modifierlink	[za podkategorije pogledati ispred N00]
N01	inclusion	Perakutna progresvina glomerulska bolest
N01	inclusion	Perakutni progresivni glomerulonefritis
N01	inclusion	Perakutno progresivno zapaljenje bubrega
N01	exclusion	Zapaljenski bubrežni (nefritički) sindrom NOS (N05.-)
N02	preferred	Povratna i trajna pojava krvi u mokraći
N02[S14N00_4]	modifierlink	[za podkategorije pogledati ispred N00]
N02	inclusion	Krv u mokraći: benigna (porodična) (u djetinjstvu)
N02	inclusion	Krv u mokraći: sa morfološkim oštećenjem označenim od 0 do 8 ispred šifre N00.-
N02	exclusion	Krv u mokraći NOS (R31)
N03	preferred	Hronični zapaljenjski bubrežni sindrom
N03[S14N00_4]	modifierlink	[za podkategorije pogledati ispred N00]
N03	inclusion	Hronična glomerularna bolest
N03	inclusion	Hronični glomerulonefritis
N03	inclusion	Hronično zapaljenje bubrega
N03	exclusion	Hronično tubulo-intersticijalno zapaljenje bubrega (N11) 
N03	exclusion	Difuzni sklerozirajući glomerulonefritis (N18.-)
N03	exclusion	Zapaljenski bubrežni (nefritički) sindrom NOS (N05.-)
N04	preferred	Nefrotski sindrom
N04[S14N00_4]	modifierlink	[za podkategorije pogledati ispred N00]
N04	inclusion	Urođeni nefrotski sindrom
N04	inclusion	Masna nefroza
N05	preferred	Neoznačen zapaljenjski bubrežni (nefritički) sindrom
N05[S14N00_4]	modifierlink	[za podkategorije pogledati ispred N00]
N05	inclusion	Glomerularna bolest NOS
N05	inclusion	Glomerulonefritis NOS
N05	inclusion	Zapaljenje bubrega (nefritis) NOS
N05	inclusion	Oboljenje bubrega NOS i bubrežna bolest NOS sa sa morfološkim oštećenjem označenim od.0 do .8 ispred šifre N00.-
N05	exclusion	Oboljenje bubrega NOS bez označenih morfoloških oštećenja (N28.9)
N05	exclusion	Bubrežna bolest NOS bez označenih morfoloških oštećenja (N28.9)
N05	exclusion	Tubulo-intersticijalno zapaljenje bubrega NOS (N12)
N06	preferred	Izolovana proteinurija sa označenim morfološkim oštećenjem
N06[S14N00_4]	modifierlink	[za podkategorije pogledati ispred N00]
N06	inclusion	Proteinurija (izolovana) (ortostatska) (stalna) sa morfološkim oštećenjem označenim od.0 do .8 ispred šifre N00.-
N06	exclusion	Proteinurija NOS (R80)
N06	exclusion	Proteinurija "Bence-Jones" (R80) 
N06	exclusion	Proteinurija u trudnoći (O12.1)
N06	exclusion	Izolovana proteinurija NOS (R80)
N06	exclusion	Ortostatska proteinurija NOS (N39.1)
N06	exclusion	Stalna proteinurija NOS (N39.1)
N07	preferred	Nasljedno oboljenje bubrega, neklasifikovano na drugom mjestu
N07[S14N00_4]	modifierlink	[za podkategorije pogledati ispred N00]
N07	exclusion	"Alport"-ov sindrom (Q87.8)
N07	exclusion	Nasljedna amiloidna nefropatija (E85.0)
N07	exclusion	Sindrom "patele nalik na nokat" ("nail-patella") (Q87.2)
N07	exclusion	Nasljedna (porodična) ne-bubrežna amiloidoza (E85.0)
N08	preferred	Oboljenje glomerula bubrega u bolestima klasifikovanim na drugom mestu
N08	inclusion	Oboljenje bubrega u sklopu bolesti klasifikovanih na drugom mjestu
N08	exclusion	Bubrežni tubulo-intersticijski poremećaji u bolestima klasifikovanim na drugom mjestu (N16.-)
N08.0	preferred	Oboljenja glomerula bubrega u zaraznim i prazitarnim bolestima klasifikovanih na drugom mjestu
N08.0	inclusion	Oboljenja glomerula kod malarije izazvane sa Plasmodium malariae (B52.0)
N08.0	inclusion	Obljenja glomerula kod zaušaka (B26.8)
N08.0	inclusion	Oboljenja glomerula kod šistosomijaze [bilharijaze] (B65)
N08.0	inclusion	Oboljenja glomerula kod sepse (A40 - A41)
N08.0	inclusion	Oboljenja glomerula kod strongiloidijaze (B78.-)
N08.0	inclusion	Oboljenja glomerula kod sifilisa (A52.7)
N08.1	preferred	Oboljenja glomerula kod tumora
N08.1	inclusion	Oboljenja glomerula kod multiplog mijeloma (C90.0)
N08.1	inclusion	Oboljenja glomerula kod makroglobulinemije Waldenstrom (C88.0)
N08.2	preferred	Oboljenja glomerula bubrega u bolestima krvi i poremećajima imuniteta
N08.2	inclusion	Oboljenja glomerula kod krioglobulinemije (D89.1)
N08.2	inclusion	Oboljenja glomerula kod diseminovane intravaskularne koagulacije [DIK] [defibrinacionog sindroma] (D65)
N08.2	inclusion	Oboljenja glomerula kod hemolitičko-uremijskog sindroma (D59.3)
N08.2	inclusion	Oboljenja glomerula kod purpure Henoch-Schonlein (D69.0)
N08.2	inclusion	Oboljenja glomerula kod bolesti "srpastih" [sicle-cell] eritrocita (D57.-)
N08.3	preferred	Oboljenje glomerula bubrega kod šećerne bolesti (dijabetesa) (E10 do E14 sa zajedničkim četvrtim mjestom .2 u šifri bolesti)
N08.4	preferred	Oboljenje glomerula bubrega kod drugih bolesti žlijezda sa unutrašnjim lučenjem, poremjećja ishrane i metabolizma
N08.4	inclusion	Oboljenja glomerula u amiloidozi (E85.-)
N08.4	inclusion	Oboljenja glomerula u Fabry-jevoj (Fabry-Andersenovoj) bolesti (E75.2)
N08.4	inclusion	Oboljenja glomerula kod nedostatka lecitin-holesterol-aciltransferaze (E78.6)
N08.5	preferred	Oboljenja glomerula bubrega u sistemskim bolestima vezivnog tkiva
N08.5	inclusion	Oboljenja glomerula kod Goodpasture sindroma (M31.0)
N08.5	inclusion	Oboljenja glomerula kod mikroskopskog zapaljenja više krvnih sudova (M31.7)
N08.5	inclusion	Oboljenja glomerula kod sistemskog eritemskog lupusa (M32.1)
N08.5	inclusion	Oboljenja glomerula kod trombotičke trombocitopenijske purpure (M31.1)
N08.5	inclusion	Oboljenja glomerula kod Wegener-ove granulomatoze (M31.3)
N08.8	preferred	Oboljenje glomerula bubrega u ostalim bolestima klasifikovanih na drugom mjestu
N08.8	inclusion	Oboljenja glomerula kod subakutne bakterijske upale endokarda (I33.0)
N10-N16	preferred	Tubulo-intersticijalne bolesti bubrega
N10-N16	coding-hint	Po potrebi koristiti dodatnu šifru, kako bi se označila udružena hronična bubrežna bolest (N18.-)
N10-N16	inclusion	Pijelonefritis
N10-N16	exclusion	Cistični pijelonefritis (N28.8)
N10	preferred	Akutno tubulo-intersticijalno zapaljenje bubrega
N10	inclusion	Akutno infektivno intersticijalno zapaljenje bubrega 
N10	inclusion	Akutno zapaljenje bubrežne karlice [pijelitis]
N10	inclusion	Akutno zapaljenje bubrega i bubrežne karlice [pijelonefritis]
N10	coding-hint	Po potrebi koristiti dodatne šifre (B95 - B98) kako bi se označio infektivni uzročnik
N11	preferred	Hronično zapaljenje kanalića bubrega i medjućelijskog tkiva [tubulo intersticijalni nefritis]
N11	inclusion	Hronično infektivno zapaljenje intersticijuma bubrega
N11	inclusion	Hronično zapaljenje bubrežne karlice [pyelitis]
N11	inclusion	Hronično zapaljenje bubrega i bubrežne karlice [pijelonefritis]
N11	coding-hint	Po potrebi koristiti dodatne šifre (B95 - B98) kako bi se označio infektivni uzročnik
N11.0	preferred	Neopstruktivno hronično zapaljenje bubrega i bubrežne karlice (pijelonefritis) povezano sa refluksom
N11.0	inclusion	(Hronično) Zapaljenje bubrega i bubrežne karlice [pijelonefritis] sa (veziko-ureteralnim) refluksom mokraće
N11.0	exclusion	Veziko-ureteralni refluks NOS (N13.7)
N11.1	preferred	Hronični opstruktivni pijelonefritis (zapaljenje bubrega i bubrežne karlice)
