1	I70M10_4	text	l	The following supplementary classification to indicate the presence or absence of gangrene is provided for optional use.	Navedena dodatna klasifikacija koja ukazuje na prisustvo ili odsustvo gangrene može se koristiti po potrebi
2	S04E10_4	text	P	The following fourth-character subdivisions are for use with categories E10-E14:	Sljedeće četvorocifrene šifre se koriste za dijagnostičke kategorije E10-E14
3	S05F10_4	text	P	The following fourth-character subdivisions are for use with categories F10-F19:	
4	S05F70_4	text	P	The following fourth-character subdivisions are for use with categories F70-F79 to identify the extent of impairment of behaviour:	Sljedeće četvorocifrene šifre se koriste u kategorijama F70-F79 za identifikaciju stepen oštećenja ponašanja:
5	S11K25_4	text	P	The following fourth-character subdivisions are for use with categories K25-K28:	Sljedeće četvorocifrene šifre se koriste za dijagnostičke kategorije K25-K28
6	S13M00_5	text	PP	Site of musculoskeletal involvement#The following subclassification to indicate the site of involvement is provided for optional use with appropriate categories in Chapter XIII. As local extensions or specialty adaptations may vary in the number of characters used, it is suggested that the supplementary site subclassification be placed in an identifiably separate position (e.g. in an additional box). Different sub-classifications for use with derangement of knee, dorsopathies, and biomechanical lesions not elsewhere classified are given at M23, before M40 and at M99 respectively.	Oboljelo mjesto u mišićno-koštanom sistemu#Sljedeća potklasifikacija ukazuje na oboljelo mjesta i koriste se za korišćenjesa odgovarajućim kategorijama iz grupe XIII, po potrebi. Obzirom da se lokalna proširenja ili posebna prilagođavanja mogu razlikovati u broju upotrebljenih karaktera, predlaže se da se potklasifikacija dodatnog mesta stavi na zasebno i prepoznatljivo mesto (na primer u dodatnu „kućicu“). Razne potklasifikacije koje se koriste za iščašenja koljena, dorzopatije i biomehanička oštećenja koja nisu klasifikovana na drugom mjestu, date su za M23, ispred M40 i za M99.
7	S13M23_5	text	P	The following supplementary subclassification to indicate the site of involvement is provided for optional use with appropriate subcategories in M23.-; see also note at the beginning of this chapter.	Sljedeća dodatna potklasifikacija ukazuje na oboljelo mjesto i koristi se sa odgovarajućom potkategorijom M23.-, po potrebi; vidjeti takođe napomenu na početku ovog poglavlja.
8	S13M40_5	text	P	The following supplementary subclassification to indicate the site of involvement is provided for optional use with appropriate categories in the block on dorsopathies, except categories M50 and M51; see also note at the beginning of this chapter.	Sljedeća potklasifikacija ukazuje na oboljelo mjesto i koristi se sa odgovarajućim kategorijama u podgrupi oboljenja kičmenog stuba, osim u kategorijama M50 i M51, po potrebi; vidjeti takođe napomenu na početku ovog poglavlja.
9	S13M99_5	text	P	The following supplementary subclassification to indicate the site of lesions is provided for optional use with appropriate subcategories in M99.-; see also note at the beginning of this chapter.	Sljedeća dodatna potklasifikacija ukazuje na oboljelo mjesto i koristi se sa odgovarajućom potkategorijom M99.-, po potrebi; vidjeti takođe napomenu na početku ovog poglavlja.
10	S14N00_4	text	P	The following fourth-character subdivisions classify morphological changes and are for use with categories N00-N07. Subdivisions .0-.8 should not normally be used unless these have been specifically identified (e.g. by renal biopsy or autopsy). The three-character categories relate to clinical syndromes.	Sljedeće četvorocifrene šifre klasifikuju morfološke promjene i koriste se u kategorijama N00-N07. Ovu potpodjelu (.0-8.) ne treba koristiti sve dok se ne postavi konačna dijagnoza (na primjer, potvrda dobijena biopsijom bubrega ili autopsijom). Trocifrene šifre odnose se na kliničke sindrome.
